data,consumidores,consumo_kw,"temperatura_do_ar___bulbo_seco,_horaria_(c)",temperatura_do_ponto_de_orvalho_(c),temperatura_maxima_na_hora_ant._(aut)_(c),temperatura_minima_na_hora_ant._(aut)_(c),temperatura_orvalho_max._na_hora_ant._(aut)_(c),temperatura_orvalho_min._na_hora_ant._(aut)_(c),temp._ins._(c),temp._max._(c),temp._min._(c)
20230701,2471,"661,344",,,,,,,,,
20191101,1,"0,921",,,,,,,,,
20220701,3,"2916,04",,,,,,,,,
20151201,15,3787,,,,,,,,,
20121001,15,188,,,,,,,,,
20150601,82118,40752,,,,,,,,,
20190201,62,"21322,565",,,,,,,,,
20200501,5487,"10071,92",,,,,,,,,
20190901,102,18875,,,,,,,,,
20110201,19688,1138,,,,,,,,,
20181001,8,"83,64",,,,,,,,,
20220701,20,"10966,261",,,,,,,,,
20190801,2,"2580,256",,,,,,,,,
20111001,382,707,,,,,,,,,
20140501,22,87,,,,,,,,,
20120301,136,6835,,,,,,,,,
20210201,7,"48,444",,,,,,,,,
20140701,25,49,,,,,,,,,
20230801,9945,"9494,874",,,,,,,,,
20220601,334,"437,033",,,,,,,,,
20150701,8,16258,,,,,,,,,
20150501,51282,359,,,,,,,,,
20110801,49,69272,,,,,,,,,
20191101,2,"4793,006",,,,,,,,,
20220501,2213,"36421,241",,,,,,,,,
20200401,5440,"660,135",,,,,,,,,
20151001,12,2,,,,,,,,,
20240401,8,"0,375",,,,,,,,,
20110301,11211,1509,,,,,,,,,
20200801,82,"1826,608",,,,,,,,,
20220501,574,547,,,,,,,,,
20160501,129,4090,,,,,,,,,
20211201,8627,"19460,258",,,,,,,,,
20201101,2056,5803,,,,,,,,,
20111201,173791,1884,,,,,,,,,
20191101,8,"26,464",,,,,,,,,
20230201,17,"169,026",,,,,,,,,
20181001,9,"227,988",,,,,,,,,
20220801,4,"15008,459",,,,,,,,,
20141101,7,34956,,,,,,,,,
20230201,158,"4312,09",,,,,,,,,
20171201,3,29,,,,,,,,,
20140401,18982,6543,,,,,,,,,
20171201,69,5,,,,,,,,,
20180501,103,27,,,,,,,,,
20190301,106,"4,351",,,,,,,,,
2024/12/09,,,"28,9","17,3","29,1","26,4","17,8","15,8",,,
20211001,16,1,,,,,,,,,
20110501,9714,291,,,,,,,,,
20210101,"95237,621","7377,71",,,,,,,,,
20200201,9,"0,729",,,,,,,,,
20170201,17009,76413,,,,,,,,,
20180401,7,"1,777",,,,,,,,,
20141101,4,5313,,,,,,,,,
20150501,726,847,,,,,,,,,
20211201,14049,"3657,377",,,,,,,,,
2024/03/27,,,"20,7",19,"21,1","20,7",19,"18,2",,,
20141201,53,4322,,,,,,,,,
20170801,"204,93",5561,,,,,,,,,
20111201,1,336,,,,,,,,,
20240501,1,"2393,063",,,,,,,,,
20221201,8905,19091,,,,,,,,,
20240801,1,"282,272",,,,,,,,,
20180401,32611,"21139,778",,,,,,,,,
20160601,841910,121139,,,,,,,,,
20130401,24,2,,,,,,,,,
20170401,184,2181,,,,,,,,,
20110901,192,301,,,,,,,,,
20240501,2647,"47532,952",,,,,,,,,
20221201,,"9,916",,,,,,,,,
20151001,27,1272,,,,,,,,,
20201201,936,"68,493",,,,,,,,,
20120901,323,554,,,,,,,,,
20140601,233452,15447,,,,,,,,,
20230901,815,795,,,,,,,,,
20160401,2,,,,,,,,,,
20180501,7,"2340,388",,,,,,,,,
20190601,3,"946,52",,,,,,,,,
20150601,9983,7477,,,,,,,,,
20180801,1,14,,,,,,,,,
20150201,22,16042,,,,,,,,,
20191001,99,"1,24",,,,,,,,,
20121101,202,5851,,,,,,,,,
20240501,148749,"20582,301",,,,,,,,,
20150201,6,135,,,,,,,,,
20181101,1,"8,118",,,,,,,,,
20210901,286,6106,,,,,,,,,
20240101,17,"76,868",,,,,,,,,
20121201,234,16317,,,,,,,,,
20201101,485,"34380,434",,,,,,,,,
20110601,104618,46484,,,,,,,,,
20180201,110454,"105696,389",,,,,,,,,
20231201,525,"15,008",,,,,,,,,
20120501,13446,5973,,,,,,,,,
20200401,12,"2,363",,,,,,,,,
20160401,11,25763,,,,,,,,,
20201101,4,,,,,,,,,,
20180301,215,"439,491",,,,,,,,,
20161201,5621,1256,,,,,,,,,
20170901,531,1053,,,,,,,,,
20230701,534,"25228,617",,,,,,,,,
20160701,1093,28907,,,,,,,,,
20180601,1,,,,,,,,,,
20160701,3100,1809,,,,,,,,,
20221001,221667,"75616,27",,,,,,,,,
20190501,550,"195,444",,,,,,,,,
2024/07/20,,,25,"5,8","25,3","24,1","6,2","5,1",,,
20190201,5,"30307,334",,,,,,,,,
20220501,39,"5,913",,,,,,,,,
20230301,96,"2,88",,,,,,,,,
20160601,132,94741,,,,,,,,,
20110101,172,3120,,,,,,,,,
20151101,185,6,,,,,,,,,
20210301,"2,056","0,574",,,,,,,,,
20110901,6,74937,,,,,,,,,
20130801,59810,18970,,,,,,,,,
20180501,188,"29,451",,,,,,,,,
20200901,19,"2,016",,,,,,,,,
20160101,12,127490,,,,,,,,,
20111101,356,431,,,,,,,,,
20220101,221479,"75554,61",,,,,,,,,
20131001,1,7,,,,,,,,,
20140301,112732,30035,,,,,,,,,
20110201,651,76280,,,,,,,,,
20180301,7951,238,,,,,,,,,
20210901,79,"25,482",,,,,,,,,
20140601,325,13702,,,,,,,,,
20110901,179,8393,,,,,,,,,
20180201,74,"4,841",,,,,,,,,
20230101,,4,,,,,,,,,
20180901,12,228,,,,,,,,,
20170901,25723,9805,,,,,,,,,
20141001,302,32822,,,,,,,,,
20190401,9,"22495,411",,,,,,,,,
20130801,15942,2237,,,,,,,,,
20120701,8,833202,,,,,,,,,
20170501,2,190,,,,,,,,,
20230901,5,"116,849",,,,,,,,,
20121201,4,36896,,,,,,,,,
20150801,30,,,,,,,,,,
20140201,6753,5918,,,,,,,,,
20170601,8,12,,,,,,,,,
20140801,281,21709,,,,,,,,,
20190401,798,"55,799",,,,,,,,,
20240901,,"0,194",,,,,,,,,
20121001,142,5444,,,,,,,,,
20220701,14,148,,,,,,,,,
20210801,2221,"3654,627",,,,,,,,,
20210901,11,"112,819",,,,,,,,,
20120801,178,10035,,,,,,,,,
20191101,8418,"4807,435",,,,,,,,,
20231201,56,334,,,,,,,,,
20200301,336,"26,036",,,,,,,,,
20201201,1,"0,175",,,,,,,,,
20141201,6,1624,,,,,,,,,
20180301,2,"0,581",,,,,,,,,
20111201,2335,3312,,,,,,,,,
20180401,1427,"869,856",,,,,,,,,
20160801,418,11,,,,,,,,,
20181201,2,"562,552",,,,,,,,,
20120601,9948,"5378,601",,,,,,,,,
20241001,12,"110,774",,,,,,,,,
20220801,355,"647,258",,,,,,,,,
20150701,347,12984,,,,,,,,,
20161101,264,340,,,,,,,,,
20190501,17953,"13891,264",,,,,,,,,
20150701,"332,95","11488,348",,,,,,,,,
20120601,1,23,,,,,,,,,
20210601,17964,"4832,896",,,,,,,,,
20140601,2046,3040,,,,,,,,,
20211001,64,"8,148",,,,,,,,,
20170601,160,297,,,,,,,,,
20161201,2,42,,,,,,,,,
20140201,1,,,,,,,,,,
20210301,1,"4778,061",,,,,,,,,
20160701,9,,,,,,,,,,
20141001,20,499,,,,,,,,,
20240701,479,"60,798",,,,,,,,,
20190101,86760,45606,,,,,,,,,
20210201,75,"19,183",,,,,,,,,
20130601,8,818,,,,,,,,,
20130901,191,9093,,,,,,,,,
20221001,137063,"245986,726",,,,,,,,,
20111001,5,1,,,,,,,,,
20220601,3,"4717,534",,,,,,,,,
20200801,8,"98,901",,,,,,,,,
20190801,2,330,,,,,,,,,
20230801,7747,939,,,,,,,,,
20230301,8,"14,487",,,,,,,,,
20200101,72,"48533,408",,,,,,,,,
20121101,63,29,,,,,,,,,
20150801,12950,9544,,,,,,,,,
20211201,3,"777,2",,,,,,,,,
20180801,1593,"2147,865",,,,,,,,,
20161001,8296,1582,,,,,,,,,
20120101,3,17,,,,,,,,,
20120701,3,55,,,,,,,,,
20160401,7,3,,,,,,,,,
20240901,11,"0,643",,,,,,,,,
20180601,443,"12,72",,,,,,,,,
20220201,3,"10,345",,,,,,,,,
20170801,335,391,,,,,,,,,
20110801,78,3094,,,,,,,,,
20220901,1,364,,,,,,,,,
20230901,132,"24,656",,,,,,,,,
20170401,139395,71606,,,,,,,,,
20201001,1,10941,,,,,,,,,
20160201,81044,52812,,,,,,,,,
20160101,3,7254,,,,,,,,,
20211001,2722,"2925,31",,,,,,,,,
20170901,171,3260,,,,,,,,,
20160301,478,394,,,,,,,,,
20171001,20,641,,,,,,,,,
20170401,341,502,,,,,,,,,
20110801,51,25576,,,,,,,,,
20170401,2615,85987,,,,,,,,,
20230101,94,"81,067",,,,,,,,,
20130401,16,303,,,,,,,,,
20220701,247,"2560,911",,,,,,,,,
20240501,1621,"3513,425",,,,,,,,,
20230701,17,"951,522",,,,,,,,,
2024/05/11,,,"16,7","14,8","17,5","16,5","15,1","14,4",,,
20150201,1,1228,,,,,,,,,
20130401,131965,51497,,,,,,,,,
20111001,721,17494,,,,,,,,,
20111101,27928,831,,,,,,,,,
20150601,17,470,,,,,,,,,
20150301,14934,3666,,,,,,,,,
20150401,,38,,,,,,,,,
20160301,271610,18747,,,,,,,,,
20191201,1221,"1194,874",,,,,,,,,
20220101,355,"266,717",,,,,,,,,
20160601,643,50022,,,,,,,,,
20120401,3,,,,,,,,,,
20150501,91,5404,,,,,,,,,
20170801,39153,416,,,,,,,,,
20130301,2,2771,,,,,,,,,
20160601,6,428,,,,,,,,,
20110801,1,4989,,,,,,,,,
20180301,20,"585,172",,,,,,,,,
20190901,45442,30663,,,,,,,,,
20170401,1,23,,,,,,,,,
2024/08/23,,,"28,5","6,1","29,6","27,8","6,7",5,,,
20220101,49,2,,,,,,,,,
20240501,133,"10205,987",,,,,,,,,
20240401,236187,"7004,058",,,,,,,,,
20220601,1,"136,213",,,,,,,,,
20201101,930,"12861,555",,,,,,,,,
20180201,,1,,,,,,,,,
20211101,1,"10,404",,,,,,,,,
20170601,3322,535,,,,,,,,,
20210301,24,"238,071",,,,,,,,,
20111001,2409,7094,,,,,,,,,
20240701,117002,"2783,198",,,,,,,,,
20160401,8405,544,,,,,,,,,
20210801,2153,"1893,761",,,,,,,,,
20230101,4,,,,,,,,,,
20150201,469,870,,,,,,,,,
20131001,16421,79653,,,,,,,,,
20210901,4,"234,745",,,,,,,,,
20160701,3835,4912,,,,,,,,,
20191201,"33812,243","1198,618",,,,,,,,,
20171201,9,,,,,,,,,,
20171201,1,42,,,,,,,,,
20230401,32,"37,668",,,,,,,,,
20110401,1,1124,,,,,,,,,
20211001,2,"20,938",,,,,,,,,
20140101,53200,27721,,,,,,,,,
20150201,5,,,,,,,,,,
20130801,548,11599,,,,,,,,,
2024/01/09,,,"19,8","18,7","19,8","19,6","18,9","18,7",,,
20211101,15,"8,245",,,,,,,,,
20211001,48,"397,593",,,,,,,,,
20130801,12572,603106,,,,,,,,,
20150701,104,147,,,,,,,,,
20140901,26600,11897,,,,,,,,,
20230201,137682,"39102,298",,,,,,,,,
20231001,9,1221,,,,,,,,,
20240401,292,"9,167",,,,,,,,,
20200801,4994,"142678,997",,,,,,,,,
20140901,4,1,,,,,,,,,
20220501,70012,"17002,82",,,,,,,,,
20121201,16,6776,,,,,,,,,
20180501,10,2989,,,,,,,,,
20240401,227,"26547,208",,,,,,,,,
20140901,1,14,,,,,,,,,
20180201,3189,"238,564",,,,,,,,,
20191201,13412,"12462,449",,,,,,,,,
20130401,29,3,,,,,,,,,
20191001,177,"6771,603",,,,,,,,,
20240701,25,"42,054",,,,,,,,,
20160301,712,1504,,,,,,,,,
20161201,818,124,,,,,,,,,
20150701,80,2468,,,,,,,,,
20240101,68,"2,106",,,,,,,,,
20220501,9367,"2986,518",,,,,,,,,
20110501,3463,6684,,,,,,,,,
20181201,56,"2886,585",,,,,,,,,
20230101,25,287,,,,,,,,,
20220401,415108,29135,,,,,,,,,
20141001,3,3128,,,,,,,,,
20230601,147,"1347286,076",,,,,,,,,
20140801,71432,5138,,,,,,,,,
20220901,29,"173,052",,,,,,,,,
20140401,14170,9474,,,,,,,,,
2024/03/14,,,"24,1","20,2","24,6","21,7","21,2","19,7",,,
20221101,3,"16473,993",,,,,,,,,
20241001,2,"1105,008",,,,,,,,,
20240501,34,4242,,,,,,,,,
20141101,403,9850,,,,,,,,,
20130901,1042987,211524,,,,,,,,,
20231101,263,"8024,872",,,,,,,,,
20230601,5,"5,213",,,,,,,,,
20190401,104228,35993,,,,,,,,,
20220501,3,"40,74",,,,,,,,,
20210601,26657,"1593,212",,,,,,,,,
20170301,2,951,,,,,,,,,
20151101,240,1875,,,,,,,,,
20130501,241,2388,,,,,,,,,
20130501,1,16,,,,,,,,,
20140301,2835,2710,,,,,,,,,
20120601,2520,5294,,,,,,,,,
20170401,3,16,,,,,,,,,
20230301,34,"6725,919",,,,,,,,,
20160901,12,5,,,,,,,,,
20160101,162,2501,,,,,,,,,
20200501,475,"41267,618",,,,,,,,,
2024/10/10,,,"20,2","17,4","21,6","20,2","17,6","17,1",,,
20150201,571486,267223,,,,,,,,,
20240501,429,"45486,521",,,,,,,,,
20230801,,"20,216",,,,,,,,,
20150101,22,350,,,,,,,,,
20130701,18,34,,,,,,,,,
20220601,1683,"715,423",,,,,,,,,
20170401,372,3287,,,,,,,,,
20240101,42,"21,858",,,,,,,,,
20140701,68,88,,,,,,,,,
20141101,46,12,,,,,,,,,
20110601,3,137,,,,,,,,,
20220501,70,5,,,,,,,,,
20200101,287,"12861,933",,,,,,,,,
20120501,45,5,,,,,,,,,
20110901,8,280,,,,,,,,,
20210301,19456,"5131,717",,,,,,,,,
20180301,30,"325,517",,,,,,,,,
2024/01/11,,,"19,3","18,9","19,3","18,2","18,9","17,9",,,
20201101,309,"6,664",,,,,,,,,
20131201,1,6,,,,,,,,,
20240601,6,"174,377",,,,,,,,,
20211201,5,122,,,,,,,,,
2024/07/28,,,"17,7","12,7","17,7","15,3",13,"11,7",,,
20120601,65592,46539,,,,,,,,,
20190201,78648,"27170,063",,,,,,,,,
20151201,2032,140,,,,,,,,,
20240801,1,"13,2",,,,,,,,,
20121101,35960,4818,,,,,,,,,
20231201,3,372,,,,,,,,,
20181101,17,"708,818",,,,,,,,,
20230801,19,"7,963",,,,,,,,,
20181201,448971,"52460,794",,,,,,,,,
20140301,67,3016,,,,,,,,,
20190301,91,"11,801",,,,,,,,,
20120701,16023,2306,,,,,,,,,
20131201,1,,,,,,,,,,
20180801,119499,"3556,493",,,,,,,,,
20220101,201393,"109826,038",,,,,,,,,
20131001,20,23,,,,,,,,,
20230901,955,"66,902",,,,,,,,,
20110101,6390,483,,,,,,,,,
20120801,20,3,,,,,,,,,
20110101,116,200,,,,,,,,,
20210701,27,"132,847",,,,,,,,,
20231101,166,"3450,762",,,,,,,,,
20181201,47,"1,356",,,,,,,,,
20200501,10,"37,367",,,,,,,,,
20160301,93,5051,,,,,,,,,
20201201,135,"98,8",,,,,,,,,
20230101,481,"14241,448",,,,,,,,,
20200801,57054,"36769,399",,,,,,,,,
20230101,385,"113,378",,,,,,,,,
20140201,1044,1798,,,,,,,,,
20211201,1,"13,606",,,,,,,,,
20220501,19,"220,463",,,,,,,,,
20190301,1149,"33866,045",,,,,,,,,
20160201,209,217,,,,,,,,,
20160101,605,36373,,,,,,,,,
20181101,697,"48,022",,,,,,,,,
20200801,171,"1813,167",,,,,,,,,
20120901,722,147591,,,,,,,,,
20150801,116065,8400,,,,,,,,,
20240101,2,"1240,091",,,,,,,,,
20170601,1,27,,,,,,,,,
20111201,,5668,,,,,,,,,
20151101,1,,,,,,,,,,
20190201,12,"821,23",,,,,,,,,
20200701,31,"1998,445",,,,,,,,,
20180301,144,"152,18",,,,,,,,,
20111001,174,8356,,,,,,,,,
20150901,36,912,,,,,,,,,
20210701,"25960,71","13045,167",,,,,,,,,
20210601,4,148,,,,,,,,,
20111101,3,,,,,,,,,,
20110401,66046,42705,,,,,,,,,
20200701,1,19,,,,,,,,,
20191001,2,"1010,534",,,,,,,,,
20180601,1,,,,,,,,,,
20230101,15,502,,,,,,,,,
20160201,1,4218,,,,,,,,,
20240801,152,"203,246",,,,,,,,,
20211201,347,123,,,,,,,,,
20160801,3,22,,,,,,,,,
20170901,16,4116,,,,,,,,,
20191001,13,4697,,,,,,,,,
20231101,8,1084,,,,,,,,,
20201201,15,"3265,76",,,,,,,,,
20240801,5449,"10534,968",,,,,,,,,
20230801,3,"187,975",,,,,,,,,
20221101,43,"7,045",,,,,,,,,
20210801,22,"9,671",,,,,,,,,
20131101,30686,13676,,,,,,,,,
20221101,1,8,,,,,,,,,
20130901,4958,3651,,,,,,,,,
20181001,1,"81,472",,,,,,,,,
20190201,"4180,827","1535,723",,,,,,,,,
20210701,59,"501,729",,,,,,,,,
20240901,3,"526,875",,,,,,,,,
20160901,21,10,,,,,,,,,
20241101,67181,"1618,08",,,,,,,,,
20171101,9151,20440,,,,,,,,,
20231101,1,32046,,,,,,,,,
20230201,23843,"15407,148",,,,,,,,,
20240401,12056,"327577,561",,,,,,,,,
20210101,1,"11,716",,,,,,,,,
20211101,6,"376,579",,,,,,,,,
20121101,10835,8902,,,,,,,,,
20220601,1030,,,,,,,,,,
20111101,,32540,,,,,,,,,
20210501,122,"73,124",,,,,,,,,
20171201,356,12891,,,,,,,,,
20200701,19,"245370,08",,,,,,,,,
20240601,37397,"13599,382",,,,,,,,,
20141201,141,10,,,,,,,,,
20180301,2258,"3746,541",,,,,,,,,
20210401,1,,,,,,,,,,
20211101,4881,"766,572",,,,,,,,,
20211201,"16,75","100728,672",,,,,,,,,
20170501,1776,4690,,,,,,,,,
20120901,1,,,,,,,,,,
20120701,27,209,,,,,,,,,
20200901,2724,"6044,703",,,,,,,,,
20240101,5,"178736,81",,,,,,,,,
20220501,18,"292,457",,,,,,,,,
20211101,1,"475,916",,,,,,,,,
20110301,75945,58352,,,,,,,,,
20190601,2,"136,402",,,,,,,,,
20140701,179407,61049,,,,,,,,,
20200701,105,"9726,012",,,,,,,,,
20180101,22,5305,,,,,,,,,
20220101,291,"40,345",,,,,,,,,
20201201,14,4,,,,,,,,,
20230601,1,"14,218",,,,,,,,,
20240101,3,"1,455",,,,,,,,,
20221201,1052,"428336,02",,,,,,,,,
20160801,14,185,,,,,,,,,
20230101,4,"10,445",,,,,,,,,
20230301,5170,"154,05",,,,,,,,,
20210501,142,"14485,119",,,,,,,,,
20190701,64,88,,,,,,,,,
2024/07/28,,,"23,1","12,1","23,9","21,6","12,8","11,8",,,
20161001,10,,,,,,,,,,
20200201,1,19,,,,,,,,,
20211001,2138,"3165,122",,,,,,,,,
20130301,2355,3323,,,,,,,,,
20160201,36,32,,,,,,,,,
20240501,17,,,,,,,,,,
20170401,182,5078,,,,,,,,,
20180201,160,"24,973",,,,,,,,,
20241201,3,"0,126",,,,,,,,,
20221201,241,"403,604",,,,,,,,,
20230401,14809,"22738,974",,,,,,,,,
20240301,551,"8691,148",,,,,,,,,
20221001,1046,"71,327",,,,,,,,,
20230901,40369,"24481,489",,,,,,,,,
20150701,49,12,,,,,,,,,
20110601,1,12,,,,,,,,,
20240701,3,"19,531",,,,,,,,,
20180101,44594,"11809,114",,,,,,,,,
20170601,92,6155,,,,,,,,,
20160201,330721,24215,,,,,,,,,
20210101,268384,"18622,123",,,,,,,,,
20240201,6,"222,521",,,,,,,,,
20221001,76,"20,568",,,,,,,,,
20190901,3,"179,613",,,,,,,,,
20111001,69,424,,,,,,,,,
20151001,1035143,26302,,,,,,,,,
20130901,23,1390,,,,,,,,,
20180801,20064,"554,5",,,,,,,,,
20160501,125,2089,,,,,,,,,
20180601,240,5659,,,,,,,,,
20221101,202329,"49811,63",,,,,,,,,
20151001,8,,,,,,,,,,
20160601,88,57,,,,,,,,,
20210701,752,"15,475",,,,,,,,,
20170501,107,2543,,,,,,,,,
20210501,35,"406,619",,,,,,,,,
20190201,223,"66,665",,,,,,,,,
20141201,266,8895,,,,,,,,,
20180201,11,"584098,747",,,,,,,,,
20140701,40,3,,,,,,,,,
20231201,331,"9063,041",,,,,,,,,
20150101,398524,161717,,,,,,,,,
20150501,12234,834,,,,,,,,,
20220601,211,13,,,,,,,,,
20131101,63,1100,,,,,,,,,
20210701,1,"37,153",,,,,,,,,
20180501,28499,"4237,165",,,,,,,,,
20130201,8,16,,,,,,,,,
20241201,3,"7928,255",,,,,,,,,
20181101,159898,"1398,001",,,,,,,,,
20210901,"89874,162","31081,277",,,,,,,,,
20150201,383887,68493,,,,,,,,,
20170501,341,15915,,,,,,,,,
20191201,3,"328,855",,,,,,,,,
20111001,121,126,,,,,,,,,
20241101,686,"570,888",,,,,,,,,
20190801,25,"553,08",,,,,,,,,
20190601,133045,"3868,06",,,,,,,,,
20130701,5,23,,,,,,,,,
20240701,551,"136,351",,,,,,,,,
2024/09/07,,,"24,1","2,8","24,9",24,"2,8","1,7",,,
20110801,12872,3398,,,,,,,,,
20110701,515,33533,,,,,,,,,
20171001,1,96,,,,,,,,,
20120201,45,,,,,,,,,,
20210301,,"680,89",,,,,,,,,
20191001,79,17563,,,,,,,,,
20221201,4341,"308,134",,,,,,,,,
20140701,1,,,,,,,,,,
20150301,105889,136087,,,,,,,,,
20210901,6,,,,,,,,,,
20230301,2066,"147,554",,,,,,,,,
20191101,984,164,,,,,,,,,
20190401,29,2,,,,,,,,,
20220101,430,"6044,697",,,,,,,,,
20150501,5,45,,,,,,,,,
20171101,2,4159,,,,,,,,,
20170501,6,6,,,,,,,,,
20190701,5,"90,323",,,,,,,,,
20241001,238,"1061,534",,,,,,,,,
20130301,49,70398,,,,,,,,,
20110601,8,392,,,,,,,,,
20240701,4493,"10681,425",,,,,,,,,
20140301,1332,77820,,,,,,,,,
20150501,154,23,,,,,,,,,
20240101,1063,"306,103",,,,,,,,,
20191001,2008,5576,,,,,,,,,
20220801,23,433,,,,,,,,,
20111201,2,139,,,,,,,,,
20240701,59511,"8693,631",,,,,,,,,
20120601,6,2,,,,,,,,,
20140601,7,10968,,,,,,,,,
20130501,1,,,,,,,,,,
20170101,1,4,,,,,,,,,
20170601,397137,257222,,,,,,,,,
20201201,764513,"58715,019",,,,,,,,,
20211001,244,"5173,06",,,,,,,,,
20181201,257,"3472,07",,,,,,,,,
20130901,9851,3420,,,,,,,,,
20110901,156323,1364,,,,,,,,,
20240901,48,"781,086",,,,,,,,,
20200401,4,158,,,,,,,,,
20200401,4888,"714,155",,,,,,,,,
20240401,37,"68,062",,,,,,,,,
20160501,2,59,,,,,,,,,
20110801,352,373,,,,,,,,,
20190201,275374,"38801,45",,,,,,,,,
20181101,4015,"35751,967",,,,,,,,,
20191001,942,670,,,,,,,,,
2024/08/09,,,"13,7","8,8","14,7","13,7","9,5","8,8",,,
20160601,143,7398,,,,,,,,,
20130901,11,2,,,,,,,,,
20221201,2,"5,575",,,,,,,,,
20240701,14,"142,573",,,,,,,,,
20160201,111,10755,,,,,,,,,
20210901,1170,81,,,,,,,,,
20180501,195502,"6536,1",,,,,,,,,
20190101,5,"74,49",,,,,,,,,
20160801,36,648,,,,,,,,,
20171201,,25,,,,,,,,,
20220701,37,"19,313",,,,,,,,,
20161101,4,,,,,,,,,,
20241001,83,"46223,127",,,,,,,,,
20170401,1,9,,,,,,,,,
20191201,32,"6103,5",,,,,,,,,
20170801,20,96,,,,,,,,,
20170701,6064,2688,,,,,,,,,
20180601,2,"0,94",,,,,,,,,
20221201,3,,,,,,,,,,
20160401,99,168,,,,,,,,,
20161101,321437,17171,,,,,,,,,
20230701,6,"3677,831",,,,,,,,,
20220801,95,4,,,,,,,,,
20111001,4,,,,,,,,,,
20131001,2359,4239,,,,,,,,,
20140401,54,19,,,,,,,,,
20241101,78,"24,172",,,,,,,,,
20190701,2,"5197,78",,,,,,,,,
20111201,2,35,,,,,,,,,
20240701,6,"533,471",,,,,,,,,
20200301,4,"716,138",,,,,,,,,
20230301,45,"26,658",,,,,,,,,
2024/04/12,,,"18,8","18,1","19,7","18,8","18,8","18,1",,,
20120701,159,5985,,,,,,,,,
20210901,41,1258,,,,,,,,,
20200801,27,"546,871",,,,,,,,,
20160801,24415,23184,,,,,,,,,
20180101,46847,"1359,97",,,,,,,,,
20210601,1909,"1218,405",,,,,,,,,
20200301,14,759,,,,,,,,,
20110601,677,38028,,,,,,,,,
20241101,1578,"2755,76",,,,,,,,,
20120401,95033,45597,,,,,,,,,
20210201,957,"911,673",,,,,,,,,
20110901,2,50738,,,,,,,,,
20211101,39,"257,998",,,,,,,,,
20140401,198,16366,,,,,,,,,
20241101,406,"1865534,437",,,,,,,,,
20180101,289,"19,382",,,,,,,,,
20111101,509,39093,,,,,,,,,
20140501,62863,15300,,,,,,,,,
20170601,943,1934,,,,,,,,,
20200401,1763,"36066,971",,,,,,,,,
20160701,2,1169,,,,,,,,,
20150401,5239,1313,,,,,,,,,
20221201,2,"1952,731",,,,,,,,,
20170801,223400,7541,,,,,,,,,
20140601,3,2447,,,,,,,,,
20240601,527,"179,504",,,,,,,,,
20131101,52,37,,,,,,,,,
20170801,18716,5087,,,,,,,,,
20240801,7477,"2251,515",,,,,,,,,
20170201,66,63,,,,,,,,,
20191201,3,24,,,,,,,,,
20190701,491216,"59296,657",,,,,,,,,
20161201,1736,924,,,,,,,,,
20231101,196,"177,689",,,,,,,,,
20240801,4,"120,113",,,,,,,,,
20160501,1732,4478,,,,,,,,,
20171101,3186,6555,,,,,,,,,
2024/05/12,,,"15,3","12,1","15,7",15,"12,6",12,,,
20130501,699,41726,,,,,,,,,
20170401,201770,69182,,,,,,,,,
20161201,26923,7541,,,,,,,,,
20161101,191,348,,,,,,,,,
20130501,196,15962,,,,,,,,,
20190901,72109,24796,,,,,,,,,
20211201,44,1557,,,,,,,,,
20170301,26888,804,,,,,,,,,
20240901,2,,,,,,,,,,
20220301,1,"300,966",,,,,,,,,
20170201,69,1580,,,,,,,,,
20220701,29596,"882,752",,,,,,,,,
20180701,16788,"10944,066",,,,,,,,,
20171201,2,3796,,,,,,,,,
20111001,137,176,,,,,,,,,
20180701,3,"291,25",,,,,,,,,
20220101,70854,"10663,74",,,,,,,,,
20130201,165,4246,,,,,,,,,
20210401,38,"278,839",,,,,,,,,
20180701,27369,"9379,491",,,,,,,,,
20230301,1,,,,,,,,,,
2024/05/30,,,"25,3","10,8","25,4","23,5","14,8","10,8",,,
20210501,36,"4982,44",,,,,,,,,
20110101,1406,70140,,,,,,,,,
20190301,7,"0,971",,,,,,,,,
20191201,139,964,,,,,,,,,
20181101,14,"3248,956",,,,,,,,,
20231101,111,"7,144",,,,,,,,,
20190201,4721,"624,339",,,,,,,,,
20220501,1138,"1061,29",,,,,,,,,
20230601,386,111,,,,,,,,,
20160501,1,1089,,,,,,,,,
20110901,221051,124669,,,,,,,,,
20140601,26845,1806,,,,,,,,,
20160501,1,274,,,,,,,,,
20180901,44,"1702,316",,,,,,,,,
20230901,777432,53583,,,,,,,,,
20160701,1,24,,,,,,,,,
20121101,68417,127847,,,,,,,,,
20130701,1,15,,,,,,,,,
20140301,322645,112395,,,,,,,,,
20220701,17,"4,186",,,,,,,,,
20140101,2,978,,,,,,,,,
20110701,265010,161735,,,,,,,,,
20180801,7,"0,21",,,,,,,,,
20130301,920,125,,,,,,,,,
20201201,163,35,,,,,,,,,
20230801,195,"7787,787",,,,,,,,,
20230601,10,"3,958",,,,,,,,,
20211101,7,"27,054",,,,,,,,,
20170801,10928,7108,,,,,,,,,
20140701,7,,,,,,,,,,
2024/12/13,,,"18,5","16,2","18,9","18,2","16,6","15,9",,,
20181001,158,43,,,,,,,,,
20240301,221095,"435778,207",,,,,,,,,
20210401,1,12,,,,,,,,,
20190401,"314,852","23,522",,,,,,,,,
20200901,9,"4496,697",,,,,,,,,
