data,consumidores,consumo_kw,"temperatura_do_ar___bulbo_seco,_horaria_(c)",temperatura_do_ponto_de_orvalho_(c),temperatura_maxima_na_hora_ant._(aut)_(c),temperatura_minima_na_hora_ant._(aut)_(c),temperatura_orvalho_max._na_hora_ant._(aut)_(c),temperatura_orvalho_min._na_hora_ant._(aut)_(c),temp._ins._(c),temp._max._(c),temp._min._(c)
20110501,3,5442,,,,,,,,,
20220501,73,"10444,569",,,,,,,,,
20240801,1716,"82465,665",,,,,,,,,
20170201,85,,,,,,,,,,
20121101,72,4015,,,,,,,,,
20200901,124838,"65940,025",,,,,,,,,
20230301,293,3290,,,,,,,,,
20240601,79214,"21338,354",,,,,,,,,
20181101,36,"257,204",,,,,,,,,
20210301,1,"282,729",,,,,,,,,
20120401,9,7,,,,,,,,,
20150801,1012,1373,,,,,,,,,
20200901,134,"19,293",,,,,,,,,
20121101,37,727,,,,,,,,,
20110201,610,42188,,,,,,,,,
20201201,100,"106,757",,,,,,,,,
20240401,330,"9049,791",,,,,,,,,
20160101,14312,4113,,,,,,,,,
20160401,309,41,,,,,,,,,
20120701,20,617,,,,,,,,,
20211101,"1512489,382","221257,371",,,,,,,,,
20220401,496,"37101,111",,,,,,,,,
20200601,7,,,,,,,,,,
20190601,1412,98,,,,,,,,,
20170501,398,7529,,,,,,,,,
20150101,35278,15679,,,,,,,,,
20231101,1009,"330493,434",,,,,,,,,
20200401,9,"291,74",,,,,,,,,
20231001,20008,"9048,018",,,,,,,,,
20181101,1390,"617,306",,,,,,,,,
20130801,13343,5610,,,,,,,,,
20170601,20771,5236,,,,,,,,,
20160101,64467,42400,,,,,,,,,
20240801,1730,"1313,383",,,,,,,,,
20221001,139,"4,17",,,,,,,,,
20180101,14,"145,429",,,,,,,,,
20150701,24,4892,,,,,,,,,
20200901,328,"91,556",,,,,,,,,
20150201,82893,20226,,,,,,,,,
20230101,2,"563,753",,,,,,,,,
20150801,79,2898,,,,,,,,,
20240801,48,"27942,299",,,,,,,,,
20170201,213,242,,,,,,,,,
20210601,"13,857","2,126",,,,,,,,,
20180901,1796,"4709,14",,,,,,,,,
20180301,107,44,,,,,,,,,
20191101,15562,5356,,,,,,,,,
20180301,818,"383,776",,,,,,,,,
20161101,1,13,,,,,,,,,
20230501,595967,"84862,592",,,,,,,,,
20170901,1,48,,,,,,,,,
20200901,33489,"1003,597",,,,,,,,,
20221001,3560,104,,,,,,,,,
20150901,7,1497,,,,,,,,,
20120501,13,129,,,,,,,,,
20240901,43,"202386,932",,,,,,,,,
20200601,8,6847,,,,,,,,,
20240901,82,"39,525",,,,,,,,,
20150101,4,2505,,,,,,,,,
20231201,18013,"19306,36",,,,,,,,,
20161101,1,,,,,,,,,,
20160801,13,44137,,,,,,,,,
20160901,73631,13346,,,,,,,,,
20230401,29,"1158,542",,,,,,,,,
20230801,525,"7026,663",,,,,,,,,
20160901,19410,8659,,,,,,,,,
20190501,3919,6768,,,,,,,,,
20110101,457,803,,,,,,,,,
20241201,12,564,,,,,,,,,
20190101,4,"28288,413",,,,,,,,,
20131001,53,41,,,,,,,,,
20240701,1,"148,8",,,,,,,,,
20110501,2619,767,,,,,,,,,
20211001,310756,"74920,698",,,,,,,,,
20171101,475,5935,,,,,,,,,
20170801,396,1703,,,,,,,,,
20140101,442511,86158,,,,,,,,,
20160401,3262,6545,,,,,,,,,
20220901,2042,"1526,204",,,,,,,,,
20220401,5170,356,,,,,,,,,
20201201,"261991,464","182996,007",,,,,,,,,
20211201,20,"375,818",,,,,,,,,
20211101,3428,5128,,,,,,,,,
20180301,9,"7,379",,,,,,,,,
20181201,27,5568,,,,,,,,,
20120701,5128,3473,,,,,,,,,
20230601,4,"158,308",,,,,,,,,
20240801,2366,"2424,265",,,,,,,,,
20140301,64009,42958,,,,,,,,,
20150701,765,23,,,,,,,,,
20150701,5,15116,,,,,,,,,
20210701,3,"61,667",,,,,,,,,
20241201,123,"3949,313",,,,,,,,,
20180501,9456,262,,,,,,,,,
20190701,"2006,478","1351,117",,,,,,,,,
20160901,328,10,,,,,,,,,
20111201,33,101722,,,,,,,,,
20110401,29,1327,,,,,,,,,
20150501,10111,28185,,,,,,,,,
20240701,42092,"2823,928",,,,,,,,,
20190401,1,880,,,,,,,,,
20110701,503558,37668,,,,,,,,,
20170901,48850,1862,,,,,,,,,
20191201,1,"4,016",,,,,,,,,
20230901,82081,"34564,153",,,,,,,,,
20120401,69717,16910,,,,,,,,,
20220501,3,"6396,916",,,,,,,,,
20140301,1,,,,,,,,,,
20191101,142514,"9914,911",,,,,,,,,
20150901,5,,,,,,,,,,
20181201,"76193,096","33807,003",,,,,,,,,
20160401,3,3022,,,,,,,,,
20210501,209,"116,934",,,,,,,,,
20150101,18659,8336,,,,,,,,,
20110801,764,281,,,,,,,,,
20230201,4,"36,098",,,,,,,,,
20191101,46,"293,628",,,,,,,,,
20210501,155,"22,071",,,,,,,,,
20150101,149225,650,,,,,,,,,
20171101,2,25,,,,,,,,,
20130301,193,9883,,,,,,,,,
20130101,1,2431,,,,,,,,,
20150201,5,,,,,,,,,,
20220401,330,"354,042",,,,,,,,,
20120401,,6620,,,,,,,,,
20151101,3,1,,,,,,,,,
20120201,1,,,,,,,,,,
20121201,115,1359289,,,,,,,,,
20171001,7777,14918,,,,,,,,,
20150401,471066,77471,,,,,,,,,
20200701,64,"8455,431",,,,,,,,,
20120301,228287,54717,,,,,,,,,
20240301,7360,47686,,,,,,,,,
20111201,14780,5091,,,,,,,,,
20220501,6,"36,337",,,,,,,,,
20230501,7,"596,357",,,,,,,,,
20210401,10,"28,116",,,,,,,,,
20220301,1326,"1529,751",,,,,,,,,
20111201,174483,11090,,,,,,,,,
20230301,18536,1178,,,,,,,,,
20170901,14,184,,,,,,,,,
20120201,19,83153,,,,,,,,,
20141201,,114450,,,,,,,,,
20210601,"1,269","1430,253",,,,,,,,,
20170701,14,2592,,,,,,,,,
20230501,15,26,,,,,,,,,
20230801,6,"1,124",,,,,,,,,
20210301,1,"2506,841",,,,,,,,,
20110201,269,354,,,,,,,,,
20221101,2,"0,408",,,,,,,,,
20190701,2,"23,299",,,,,,,,,
20160101,3,1,,,,,,,,,
20170701,30,1265,,,,,,,,,
20230901,14,"1380,837",,,,,,,,,
20230901,20137,1835,,,,,,,,,
20170401,1,5477,,,,,,,,,
20151201,3,5,,,,,,,,,
20141101,71,3892,,,,,,,,,
20120401,1,17,,,,,,,,,
20211101,2,"4,08",,,,,,,,,
20201101,668,"273990,844",,,,,,,,,
20121001,59,3526,,,,,,,,,
20170701,20,159,,,,,,,,,
20230301,240,"5551,865",,,,,,,,,
20120601,4164,5640,,,,,,,,,
20220101,20,1,,,,,,,,,
20170401,178,3542,,,,,,,,,
20190801,142,73,,,,,,,,,
20120301,3398,278,,,,,,,,,
20150101,914,2264,,,,,,,,,
2024/09/11,,,25,"8,7",25,"23,5","8,9","7,4",,,
20210201,919,"134,439",,,,,,,,,
20200101,6,"16155,613",,,,,,,,,
20150201,626,26,,,,,,,,,
20170701,875,689,,,,,,,,,
20150601,7557,3408,,,,,,,,,
20180901,4,,,,,,,,,,
20200801,3,"700,917",,,,,,,,,
20190301,299,"9693,692",,,,,,,,,
20240101,247,"7,575",,,,,,,,,
20200201,316,"8,279",,,,,,,,,
20140201,5129,9244,,,,,,,,,
20240901,4,"85,252",,,,,,,,,
20140501,215,15,,,,,,,,,
20130601,95,163,,,,,,,,,
20190901,4,"915,4",,,,,,,,,
20161101,37643,5997,,,,,,,,,
20230701,17,"960,525",,,,,,,,,
20170201,11,1,,,,,,,,,
20180401,"31581,602","22432,356",,,,,,,,,
20140901,443468,59552,,,,,,,,,
20130801,4,,,,,,,,,,
20230901,,"318,238",,,,,,,,,
20240501,14,"1931,24",,,,,,,,,
20151201,112,19459,,,,,,,,,
20130601,6001,342991,,,,,,,,,
20220901,2793,"57,206",,,,,,,,,
20160101,107977,14975,,,,,,,,,
20171001,27,396,,,,,,,,,
20220101,71,"24,194",,,,,,,,,
20211201,925,"208,253",,,,,,,,,
20170801,2,,,,,,,,,,
20240201,42405,"6007,899",,,,,,,,,
20190301,356,34065,,,,,,,,,
20230901,288,"5447,005",,,,,,,,,
20200701,3,"0,238",,,,,,,,,
20160801,3,,,,,,,,,,
20120601,73413,5048,,,,,,,,,
20130301,32,33010,,,,,,,,,
20120801,43461,29612,,,,,,,,,
20160701,180,8963,,,,,,,,,
20150301,1014,37706,,,,,,,,,
20110301,258,19484,,,,,,,,,
20230301,186,"10636,639",,,,,,,,,
20230601,2,"69,94",,,,,,,,,
20120101,1,,,,,,,,,,
20170201,4,126,,,,,,,,,
20140501,1394,110736,,,,,,,,,
20241201,156023,"148214,423",,,,,,,,,
20241001,140,"2217,692",,,,,,,,,
20200801,468,"125,662",,,,,,,,,
20220801,12587,5585,,,,,,,,,
20121201,77,10,,,,,,,,,
20200901,102,"5734,763",,,,,,,,,
20151101,8,13,,,,,,,,,
20190201,328590,"80269,632",,,,,,,,,
20240801,103303,"31984,123",,,,,,,,,
20180201,11,13,,,,,,,,,
20131201,45,1177,,,,,,,,,
20200201,242,"7259,797",,,,,,,,,
20140501,8104,16172,,,,,,,,,
20140701,2,,,,,,,,,,
20240501,5,"65,316",,,,,,,,,
20210801,3,"205,423",,,,,,,,,
20170201,876,382,,,,,,,,,
20230301,69986,"25056,613",,,,,,,,,
20171101,46497,22953,,,,,,,,,
20120701,758,16970,,,,,,,,,
20120701,36797,24564,,,,,,,,,
20230701,5461,"1709,44",,,,,,,,,
20200301,294,"12762,424",,,,,,,,,
20231101,64292,"16069,624",,,,,,,,,
20240501,82,"54,223",,,,,,,,,
20230101,14,63678,,,,,,,,,
20201201,54882,"13306,117",,,,,,,,,
20211001,21,"275,565",,,,,,,,,
20240701,11,"2075,77",,,,,,,,,
20160301,2,16,,,,,,,,,
20200101,34,"14,957",,,,,,,,,
20191101,3244,"6705,261",,,,,,,,,
20240701,816,"1203,629",,,,,,,,,
20191001,319,"9298,434",,,,,,,,,
20170501,209,340,,,,,,,,,
20210701,"405,536","152,988",,,,,,,,,
20140301,19,509182,,,,,,,,,
20230901,183,"16,054",,,,,,,,,
20171101,189826,43683,,,,,,,,,
20131101,9409,76,,,,,,,,,
20221101,25,"222,086",,,,,,,,,
20200101,"1750,383","76898,71",,,,,,,,,
20131001,76,5151,,,,,,,,,
20171201,2,,,,,,,,,,
20170901,100,11,,,,,,,,,
20121101,91429,2455,,,,,,,,,
20210201,19,"5677,702",,,,,,,,,
20130301,1,6469,,,,,,,,,
20151101,1,577,,,,,,,,,
20161101,15,22766,,,,,,,,,
20200401,203,100,,,,,,,,,
20181001,98075,"6785,279",,,,,,,,,
20200601,639,"35605,537",,,,,,,,,
20210501,4,3126,,,,,,,,,
20110301,6,175,,,,,,,,,
20181001,3079,"1117,837",,,,,,,,,
20160101,36339,22712,,,,,,,,,
20201201,144,"75,97",,,,,,,,,
20241201,3,"96,913",,,,,,,,,
20180701,2620,175,,,,,,,,,
20170101,8,135,,,,,,,,,
20180201,16,"2,26",,,,,,,,,
20191201,1,"29,349",,,,,,,,,
20120901,15,369,,,,,,,,,
20220201,4,"29,52",,,,,,,,,
20110601,10,1019,,,,,,,,,
20240701,7,"344,496",,,,,,,,,
20171201,37,12,,,,,,,,,
20141001,318,43,,,,,,,,,
20170301,3,27,,,,,,,,,
2024/03/24,,,"24,4","19,1","26,4","24,3","19,3","17,7",,,
20201001,36112,"1713,215",,,,,,,,,
20240801,814548,56097,,,,,,,,,
20190901,9,1774,,,,,,,,,
20151201,727,39694,,,,,,,,,
20111001,1,2846,,,,,,,,,
20230301,5,"335,908",,,,,,,,,
20200301,79,"4601,196",,,,,,,,,
20220301,62,"43,021",,,,,,,,,
20230101,1989,"37824,068",,,,,,,,,
20170401,1613,81620,,,,,,,,,
20121201,1,361,,,,,,,,,
20220801,5,,,,,,,,,,
20220901,346,"21,266",,,,,,,,,
20230401,29,"74623,529",,,,,,,,,
20240201,717,1124,,,,,,,,,
20120801,35,613,,,,,,,,,
20230201,63381,"101719,266",,,,,,,,,
20170801,2,9,,,,,,,,,
20221101,319,"6180,771",,,,,,,,,
20110501,10,10167,,,,,,,,,
20110801,2,761,,,,,,,,,
20230501,20,8870,,,,,,,,,
20181101,91,"1985,587",,,,,,,,,
20181201,23,20268,,,,,,,,,
20151001,19938,38995,,,,,,,,,
20201101,368456,51149,,,,,,,,,
20180401,1,370,,,,,,,,,
20180801,13997,"4822,692",,,,,,,,,
20150501,45250,6575,,,,,,,,,
2024/09/03,,,"22,4","2,3","22,5","21,8","2,3","1,7",,,
20220201,115033,"22082,717",,,,,,,,,
20240101,30809,916,,,,,,,,,
20150301,157,22,,,,,,,,,
20180201,22,4517,,,,,,,,,
20151101,2,24,,,,,,,,,
20141201,36,145,,,,,,,,,
20110901,41,2761,,,,,,,,,
20191001,13,"746,024",,,,,,,,,
20160601,3339,5395,,,,,,,,,
20121001,18938,"2865,78",,,,,,,,,
20170801,48,964,,,,,,,,,
20120401,2,1713,,,,,,,,,
20240601,4,"6710,885",,,,,,,,,
20231101,62015,24194,,,,,,,,,
20200701,10642,6469,,,,,,,,,
20120701,9,110,,,,,,,,,
20140101,3,17744,,,,,,,,,
20180601,59,"13282,969",,,,,,,,,
20160901,9,,,,,,,,,,
20190901,14685,"22551,106",,,,,,,,,
20210401,11812,"5617,95",,,,,,,,,
20180601,169,"2919,051",,,,,,,,,
20190901,30070,5169,,,,,,,,,
20150801,367905,25361,,,,,,,,,
20110301,20,4,,,,,,,,,
20200701,13,"200,661",,,,,,,,,
20241101,21,"7,299",,,,,,,,,
20240201,556238,"79892,007",,,,,,,,,
20210701,15,"3573,045",,,,,,,,,
20131101,729,313,,,,,,,,,
20211101,25941,904,,,,,,,,,
20231201,2,"1329,259",,,,,,,,,
20211101,862,"400,313",,,,,,,,,
20210601,73,"3015,87",,,,,,,,,
20170801,146420,4245,,,,,,,,,
20110301,10,978,,,,,,,,,
20190501,23,"17551,119",,,,,,,,,
20210801,8,"1,263",,,,,,,,,
20240101,378,"13096,264",,,,,,,,,
20180601,48868,"21622,789",,,,,,,,,
20221201,10,"132,527",,,,,,,,,
20120801,225914,135837,,,,,,,,,
20170801,2026,57,,,,,,,,,
20170201,4,,,,,,,,,,
20220901,368,"237,006",,,,,,,,,
20240701,98,"15638,08",,,,,,,,,
20160401,404,233,,,,,,,,,
20120401,10648,1182,,,,,,,,,
20110201,4243,9608,,,,,,,,,
20111101,103,2345,,,,,,,,,
20191001,318,"37,682",,,,,,,,,
20160401,169,4251,,,,,,,,,
20190801,1,"158,803",,,,,,,,,
20130601,311,397,,,,,,,,,
20121101,22223,6682,,,,,,,,,
20241001,4,"5227,491",,,,,,,,,
20170701,182,3248,,,,,,,,,
20241001,11738,"255,25",,,,,,,,,
20121001,284,18912,,,,,,,,,
20200101,5,"161,33",,,,,,,,,
20160401,2,,,,,,,,,,
20220701,20752,"47397,103",,,,,,,,,
20240301,114948,"16498,302",,,,,,,,,
20151101,277597,44216,,,,,,,,,
20181001,1,"64,485",,,,,,,,,
20231101,3,"7,416",,,,,,,,,
20120201,447,32576,,,,,,,,,
20111101,1,4008,,,,,,,,,
20210801,2,,,,,,,,,,
2024/04/26,,,"20,2","16,7","20,8",20,17,"16,7",,,
20230501,319,"501,123",,,,,,,,,
20150301,1229,420,,,,,,,,,
20200301,3,"323,144",,,,,,,,,
20220101,16,"1915,531",,,,,,,,,
20150601,117,988,,,,,,,,,
20120601,699,77,,,,,,,,,
20180201,205,"83,395",,,,,,,,,
20130401,8,,,,,,,,,,
20180601,531,63,,,,,,,,,
20230901,1108,42075,,,,,,,,,
20220901,5,141,,,,,,,,,
20171201,23,616,,,,,,,,,
20170601,33634,14965,,,,,,,,,
20160201,847,23167,,,,,,,,,
20230801,104,"1773,1",,,,,,,,,
20140601,9588,4288,,,,,,,,,
20141101,5,136,,,,,,,,,
20220801,7110,"81762,482",,,,,,,,,
20191001,117048,28364,,,,,,,,,
20200501,1446,"382,408",,,,,,,,,
20220301,54,42,,,,,,,,,
20150801,1,,,,,,,,,,
20160801,10998,16365,,,,,,,,,
20220401,18,"2426,755",,,,,,,,,
20220501,70,"976,088",,,,,,,,,
20131101,2601,3035,,,,,,,,,
20121201,66,2781,,,,,,,,,
20150901,7,43203,,,,,,,,,
20190701,37,"3635,933",,,,,,,,,
20121201,1,,,,,,,,,,
20240801,1901,"527,393",,,,,,,,,
20240601,1,"17,421",,,,,,,,,
20170801,5,254,,,,,,,,,
20200401,860,1135,,,,,,,,,
20241001,56758,"22202,967",,,,,,,,,
20150101,"170691,73","24278,173",,,,,,,,,
20190501,71,"1075,811",,,,,,,,,
20210701,8,"973,078",,,,,,,,,
20121101,1085,39025,,,,,,,,,
20141201,329,13568,,,,,,,,,
20231101,13850,31194,,,,,,,,,
20161201,,1423,,,,,,,,,
20130501,264,13537,,,,,,,,,
20180901,2,,,,,,,,,,
20240501,6501,"1625,489",,,,,,,,,
20220801,287159,"19237,116",,,,,,,,,
20230401,4,,,,,,,,,,
20191001,1,"235,802",,,,,,,,,
20170501,262,339,,,,,,,,,
20120401,1382,-150,,,,,,,,,
20200301,139,12,,,,,,,,,
20180301,3234,"513,877",,,,,,,,,
20110801,7338,14220,,,,,,,,,
20140501,395,1054,,,,,,,,,
20190101,5,"20,05",,,,,,,,,
20190201,22,"2470,317",,,,,,,,,
20140601,8263,5505,,,,,,,,,
20171201,79,15,,,,,,,,,
20210401,224,"1351,401",,,,,,,,,
20190301,10,"57,807",,,,,,,,,
20120201,2,,,,,,,,,,
20130201,7,14411,,,,,,,,,
20130101,1666,1481,,,,,,,,,
20131201,2,,,,,,,,,,
20230101,49,144947,,,,,,,,,
20110101,1,251,,,,,,,,,
20241101,2,"31,501",,,,,,,,,
20120501,470,36521,,,,,,,,,
20230301,99,"175,267",,,,,,,,,
20210801,17148,7619,,,,,,,,,
20240601,231,"31177,391",,,,,,,,,
20140401,64,5446,,,,,,,,,
20160901,150,748,,,,,,,,,
20240501,4,,,,,,,,,,
20230301,25930,8932,,,,,,,,,
20140501,41943,12147,,,,,,,,,
20160301,508,25593,,,,,,,,,
20190901,1,,,,,,,,,,
20150501,6,135,,,,,,,,,
20170601,31,148,,,,,,,,,
20220601,6563,"87804,364",,,,,,,,,
20210301,"14,734","0,439",,,,,,,,,
20130201,736,2889,,,,,,,,,
20160801,189,32,,,,,,,,,
20150701,29406,4257,,,,,,,,,
20191001,133,"17,848",,,,,,,,,
20120901,106721,25834,,,,,,,,,
20180701,676,"646,408",,,,,,,,,
20151201,70,20,,,,,,,,,
20230701,153,121,,,,,,,,,
20180401,9,1,,,,,,,,,
20191101,1,9098,,,,,,,,,
20110601,9,9790,,,,,,,,,
20200201,376829,"55160,596",,,,,,,,,
20160801,695,53081,,,,,,,,,
20120201,125609,,,,,,,,,,
20111001,1,2466,,,,,,,,,
20140501,7,6818,,,,,,,,,
20180401,2933,"2655,19",,,,,,,,,
20140301,13607,8684,,,,,,,,,
20181201,5,41,,,,,,,,,
20200401,7,102,,,,,,,,,
20240401,2,"126,072",,,,,,,,,
20170601,26,89,,,,,,,,,
20201201,48,"3,405",,,,,,,,,
20230101,1,"0,277",,,,,,,,,
20211001,7,"89,18",,,,,,,,,
20171201,3087,2816,,,,,,,,,
20200301,1,"3662,384",,,,,,,,,
20220301,128678,"84094,917",,,,,,,,,
20201001,187,52,,,,,,,,,
20181001,61950,27545,,,,,,,,,
20160801,415,146,,,,,,,,,
20160301,47,13,,,,,,,,,
20160801,39399,13655,,,,,,,,,
20210401,94,11229,,,,,,,,,
20170401,3,21712,,,,,,,,,
20220201,172841,"24375,893",,,,,,,,,
20190301,36654,"33826,007",,,,,,,,,
20160201,1,1490,,,,,,,,,
20230701,68,"4014,907",,,,,,,,,
20190401,11311,"17866,543",,,,,,,,,
20131001,133572,3993,,,,,,,,,
20190301,129,"3132,821",,,,,,,,,
20210701,10,"12786,01",,,,,,,,,
20240501,1,,,,,,,,,,
20110101,67,2376,,,,,,,,,
20121101,28,1524,,,,,,,,,
20150701,5,32,,,,,,,,,
20180701,482,2095,,,,,,,,,
20230301,19566,"40484,767",,,,,,,,,
20160901,60223,14797,,,,,,,,,
20190301,53278,"12914,776",,,,,,,,,
20200501,207,"4081,245",,,,,,,,,
20140701,2125,1359,,,,,,,,,
20110301,1832,51410,,,,,,,,,
20241001,219542,"14848,246",,,,,,,,,
20160501,31475,10821,,,,,,,,,
20240501,114230,"15937,596",,,,,,,,,
20190901,1,3299,,,,,,,,,
20170101,43,2813,,,,,,,,,
20141101,,119862,,,,,,,,,
20131201,21,8243,,,,,,,,,
20130801,5,9,,,,,,,,,
20160501,3898,951,,,,,,,,,
20131201,972,38706,,,,,,,,,
20231201,504496,"7489,155",,,,,,,,,
20231101,5052,"3667,925",,,,,,,,,
20171201,19,2343,,,,,,,,,
20240401,9,"1441,195",,,,,,,,,
20141001,1,230,,,,,,,,,
20150701,106,5623,,,,,,,,,
20210401,7454,"519,432",,,,,,,,,
20170801,1,2368,,,,,,,,,
20121101,4,21,,,,,,,,,
20130401,18,78,,,,,,,,,
20241101,498,"35004,357",,,,,,,,,
20240601,"609,149","8682,031",,,,,,,,,
20220701,251,"8438,015",,,,,,,,,
20210101,3853,271,,,,,,,,,
20140701,174,284,,,,,,,,,
20160701,153,240,,,,,,,,,
20240601,14210,"178,309",,,,,,,,,
20150901,1,13,,,,,,,,,
20130801,73755,12836,,,,,,,,,
20240901,11,"1171,752",,,,,,,,,
20180701,1,,,,,,,,,,
20200901,134,"150,017",,,,,,,,,
20120101,73,1249,,,,,,,,,
20160601,11,111,,,,,,,,,
20110301,6432260,1589890,,,,,,,,,
20230301,848,62,,,,,,,,,
20200401,34,9,,,,,,,,,
20240301,38782,"9069,072",,,,,,,,,
20120401,3504,5846,,,,,,,,,
20111201,74334,25082,,,,,,,,,
20220601,1,,,,,,,,,,
20140901,19,401,,,,,,,,,
20140401,78,10,,,,,,,,,
20180601,2,,,,,,,,,,
20120901,389,54,,,,,,,,,
20141001,190,722,,,,,,,,,
20110601,1648429,230516,,,,,,,,,
20180801,70866,36547,,,,,,,,,
20131101,116,26,,,,,,,,,
20220501,3,"33,062",,,,,,,,,
2024/03/25,,,"25,6","17,5","25,9","23,8","19,4","17,2",,,
20241201,18,"2197,149",,,,,,,,,
20130401,93,3360,,,,,,,,,
20131001,31,50,,,,,,,,,
20140301,973,3140,,,,,,,,,
20210101,1,"16,719",,,,,,,,,
20140701,3,221,,,,,,,,,
20191201,34,"14,503",,,,,,,,,
20220301,1,"0,136",,,,,,,,,
20130501,,15,,,,,,,,,
2024/04/22,,,"17,7","16,6","18,3","17,7","16,8","16,6",,,
20161101,2991,431,,,,,,,,,
20131101,1130,16,,,,,,,,,
20130701,861,243,,,,,,,,,
20131101,65,5197,,,,,,,,,
20240301,5,"194034,817",,,,,,,,,
20170201,187,7604,,,,,,,,,
20220301,316545,"193845,15",,,,,,,,,
20220801,95,"585,814",,,,,,,,,
20231001,2895,"6871,216",,,,,,,,,
20240701,8,"4679,12",,,,,,,,,
20210901,63,"11,511",,,,,,,,,
20150701,22,60113,,,,,,,,,
20110901,4,31,,,,,,,,,
20110601,2432,6483,,,,,,,,,
20131201,42233,12558,,,,,,,,,
20111201,150,171775,,,,,,,,,
20141201,2,42,,,,,,,,,
20230601,1,"1333,974",,,,,,,,,
20150301,16,2706,,,,,,,,,
20150501,58162,9896,,,,,,,,,
20140601,1598,3857,,,,,,,,,
20140101,1,206,,,,,,,,,
20210301,1,5,,,,,,,,,
20131201,14,7780,,,,,,,,,
20200201,1214,"3614,878",,,,,,,,,
20170201,48,1,,,,,,,,,
20110301,613891,37358,,,,,,,,,
20140201,66327,4067,,,,,,,,,
20120701,682,52,,,,,,,,,
20121201,28257,15475,,,,,,,,,
20171001,3,946,,,,,,,,,
20240801,1,,,,,,,,,,
20150801,45,17,,,,,,,,,
20140501,836,4,,,,,,,,,
20210701,"26,078","2715,672",,,,,,,,,
20191001,32,133,,,,,,,,,
20200401,,"39,82",,,,,,,,,
20171101,15,1266,,,,,,,,,
20141101,3,49,,,,,,,,,
20191101,20,"783,148",,,,,,,,,
20130701,94,3415,,,,,,,,,
20110301,40,852,,,,,,,,,
20190201,138945,"32465,448",,,,,,,,,
2024/01/20,,,"21,9","18,9","22,7","21,9","19,1","18,5",,,
20200901,4028,"1020,126",,,,,,,,,
20231201,3027,"1030,478",,,,,,,,,
20160701,15,391,,,,,,,,,
20220801,48,"6,25",,,,,,,,,
20140201,54451,31388,,,,,,,,,
20110901,2093,295,,,,,,,,,
20131201,140,4559,,,,,,,,,
20220401,190740,"77484,494",,,,,,,,,
20241201,258730,"57589,103",,,,,,,,,
20201201,605,"95,104",,,,,,,,,
20200101,14,644,,,,,,,,,
20190601,254067,"6743,998",,,,,,,,,
20221101,3180,"557,765",,,,,,,,,
20181101,1,"35,636",,,,,,,,,
20240801,1,"9,691",,,,,,,,,
20140801,27,114,,,,,,,,,
20151201,25,77394,,,,,,,,,
2024/11/15,,,"18,9","17,6","19,1","18,9","18,1","17,6",,,
20200301,11789,"3053,483",,,,,,,,,
20140301,2648,213390,,,,,,,,,
20240401,67364,"1976,594",,,,,,,,,
20120901,2124,2277,,,,,,,,,
20220801,3,"12019,615",,,,,,,,,
20230901,65,10678,,,,,,,,,
20210801,103,"729,321",,,,,,,,,
20140301,5043,1329,,,,,,,,,
20230901,4014,"555,007",,,,,,,,,
20171201,294299,43470,,,,,,,,,
20221201,2,,,,,,,,,,
20221201,870,"188,466",,,,,,,,,
20110501,7144,11547,,,,,,,,,
20120901,1,289,,,,,,,,,
20201201,1935,"39086,526",,,,,,,,,
20110201,170,10424,,,,,,,,,
20121001,80,1821,,,,,,,,,
20170501,67162,41577,,,,,,,,,
20170101,"173731,084","1520,246",,,,,,,,,
20201001,1318,90,,,,,,,,,
20170601,3,3030,,,,,,,,,
20181201,5,"953,134",,,,,,,,,
20140201,377,48,,,,,,,,,
20130701,2085,131726,,,,,,,,,
20200201,,"0,566",,,,,,,,,
20200801,516,"75,105",,,,,,,,,
20210401,3,"3,857",,,,,,,,,
20150101,2478579,176317,,,,,,,,,
20150501,37,911,,,,,,,,,
20200401,"769,225","18795,611",,,,,,,,,
20230201,93503,"32097,393",,,,,,,,,
20130901,1,11,,,,,,,,,
20130601,132,3809,,,,,,,,,
20230501,1301,"39,169",,,,,,,,,
20240601,3,"73,341",,,,,,,,,
2024/03/11,,,"26,1","20,1","26,4","25,2","20,7","19,2",,,
20110401,16,15,,,,,,,,,
2024/03/30,,,"23,1","20,2","23,2",21,"20,4","19,2",,,
20131201,2721,5959,,,,,,,,,
20111201,57,33,,,,,,,,,
20131101,2,,,,,,,,,,
20240901,1,"16,397",,,,,,,,,
20180301,212892,"6383,677",,,,,,,,,
20180701,306,"13500,628",,,,,,,,,
20180201,6713,"910,216",,,,,,,,,
20220601,5528,"10953,39",,,,,,,,,
20230101,67379,"44690,186",,,,,,,,,
20210301,29,"781,461",,,,,,,,,
20190901,25,"892,619",,,,,,,,,
20120401,25103,11184,,,,,,,,,
20120701,5219,7500,,,,,,,,,
20180901,714,"17766,172",,,,,,,,,
20111101,3,16,,,,,,,,,
20160201,197298,115248,,,,,,,,,
2024/02/19,,,"23,8","18,8","25,6","23,6",20,"18,6",,,
2024/06/18,,,"21,8","8,6","22,3","20,1","9,9","8,6",,,
20160901,1493,3658,,,,,,,,,
20110701,20091,188,,,,,,,,,
20150301,112,125767,,,,,,,,,
20120801,1,2811,,,,,,,,,
20230801,18,"19,773",,,,,,,,,
20130901,752746,108121,,,,,,,,,
20200201,2,"54,687",,,,,,,,,
20220301,19,2396,,,,,,,,,
20150801,2,521,,,,,,,,,
